ID,RA,DEC,CLASS_STAR,ELLIPTICITY,ELONGATION,FLUX_RADIUS,FWHM,ISOarea,KRON_RADIUS,MU_MAX,A,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,g_auto,e_g_auto,J0515_auto,e_J0515_auto,r_auto,e_r_auto,r_aper_6,r_petro,J0660_auto,e_J0660_auto,i_auto,e_i_auto,J0861_auto,e_J0861_auto,z_auto,e_z_auto
iDR3.SPLUS-s27s34.023885,53.9723744989492,-34.826520830187484,0.17054531,0.06904036,1.0741605,"[1.0203975,1.8674506,2.4405735,3.4664464]",4.2261457,6,6.5246463,17.91034,1.2691388,99.0,21.470964,23.003824,1.8866247,23.611637,5.934192,24.075596,7.650445,99.0,21.161001,23.148432,1.9618423,20.868816,0.50192314,21.63557,0.44143775,22.144665,21.715265,99.0,21.907152,20.790071,0.2557119,19.99567,0.26946673,20.733744,0.45387065
iDR3.SPLUS-s27s34.023886,53.40200397345048,-34.82382572825381,0.36577818,0.5367768,2.1587863,"[1.1695751,1.9969306,2.5986478,3.271541]",0.0,1,6.511665,18.341255,1.5188727,24.52137,6.893422,21.274124,0.3166446,99.0,20.651947,21.830528,0.84620386,21.232286,0.48061335,22.766748,1.1988326,21.121725,0.54999125,21.395601,0.3018592,21.616892,21.784254,21.481735,0.36066285,23.080988,1.8183427,21.441353,0.8714916,21.362202,0.6944106
iDR3.SPLUS-s27s34.008213,54.336173933672164,-35.31542195062294,0.3946989,0.3579669,1.5575521,"[0.9895279,2.1744785,3.0107858,4.539499]",0.14493945,2,6.843144,18.282152,1.0321732,99.0,21.470964,24.324606,4.3915043,22.576548,1.5875485,23.87571,4.5455427,21.870375,0.7091821,24.848927,6.698385,99.0,20.941126,21.751822,0.354163,21.883272,21.414469,22.604868,0.8543877,22.166178,0.65362966,21.979818,1.2068881,20.659353,0.3076208
iDR3.SPLUS-s27s34.008215,53.392022796671334,-35.31258434570509,0.0014629394,0.24164802,1.3186488,"[1.7578297,3.2487428,5.1439524,8.443503]",9.745259,23,6.6873603,17.579365,2.4696393,21.435387,0.8478512,20.965586,0.49403384,99.0,20.651947,20.801939,0.6983359,20.217468,0.40059695,21.01181,0.50879616,20.58188,0.71126056,19.963913,0.17201434,20.511877,19.601673,20.047071,0.20495754,19.686108,0.17123498,19.426706,0.29158857,19.045353,0.17597938
iDR3.SPLUS-s27s34.008226,53.3993858016506,-35.31224659847098,0.31655538,0.20369452,1.2557994,"[1.1098684,1.9956801,2.6549428,7.1003623]",7.5581813,8,6.8839126,17.666388,1.4169474,99.0,21.470964,22.715195,1.4793158,21.367846,0.77374655,23.613514,5.556374,99.0,21.161001,22.177734,0.8926546,23.996126,9.874404,22.033476,0.69138515,23.374617,22.861105,22.064325,0.78506017,21.109028,0.38023487,20.205196,0.3585649,19.631771,0.18145715
iDR3.SPLUS-s27s34.008265,54.351989330687836,-35.314037602375556,0.36498022,0.40601873,1.6835548,"[1.0735303,3.3511548,3.8290758,4.632064]",1.5149589,1,10.888612,18.243233,0.7720107,22.1894,0.77864385,22.438572,0.87906826,22.182686,1.2484739,22.860851,2.0195887,21.784916,0.7388942,21.67238,0.40793955,25.447916,27.25641,21.437185,0.2989559,21.328518,22.705315,21.738106,0.43473727,21.411518,0.36846516,22.45584,2.1068933,99.0,21.296223
iDR3.SPLUS-s27s34.023959,54.91395920532,-34.82342610254669,0.3515657,0.49088168,1.9641799,"[1.7774738,3.4825017,4.5598655,5.6701636]",0.0,1,10.285417,18.282747,1.91948,25.018524,23.263096,99.0,21.615349,22.50123,3.687719,20.8695,0.7128055,21.157732,0.9092454,99.0,21.81472,22.587126,4.315561,20.978031,0.42049196,22.313595,21.014153,20.069271,0.20168018,20.391499,0.31189132,99.0,20.858423,19.955746,0.39061162
iDR3.SPLUS-s27s34.023964,53.931474909465635,-34.82461906827748,0.47939485,0.28543013,1.3994434,"[1.5383534,2.8905041,4.844226,9.3326235]",8.0674305,4,6.526962,18.009882,1.8420771,21.601562,0.7424022,21.345844,0.5275239,23.009993,4.363765,21.896032,1.319059,21.070143,0.6062605,99.0,21.81472,20.520218,0.4654193,21.560192,0.5262846,21.811281,21.685665,21.003065,0.34844866,20.091398,0.172116,19.787737,0.28419608,19.576815,0.20049423
iDR3.SPLUS-s27s34.023988,53.930945664984684,-34.82387229981854,0.06124932,0.23785138,1.3120801,"[1.3320414,2.91544,5.5160103,7.156314]",6.907758,7,6.7022614,18.115007,1.3248386,22.576107,1.4075072,25.058098,12.350412,22.277924,1.7246634,21.489481,0.70529276,22.161701,1.2774642,21.918858,0.6270881,21.222784,0.6869928,21.789045,0.50301087,22.269464,21.695683,21.316275,0.3600577,20.48606,0.19167492,20.836397,0.5762513,20.26762,0.29282382
iDR3.SPLUS-s27s34.008293,54.46411982254299,-35.31274046714355,0.4369956,0.64209974,2.7940745,"[1.475085,2.7694197,3.6711657,5.031755]",5.3993177,2,6.7255816,18.328403,1.5160837,99.0,21.470964,22.48099,0.8610596,99.0,20.651947,99.0,20.80195,22.36829,1.1882434,22.180325,0.61301935,21.902275,0.98543483,22.077557,0.50535387,21.53564,22.079437,99.0,21.907152,20.99178,0.23646118,20.846916,0.45261163,22.362602,1.5605154
iDR3.SPLUS-s27s34.024048,54.91390093865265,-34.8208898195197,0.26705372,0.43449283,1.7683241,"[0.8220382,1.8497399,2.3990438,2.8031929]",7.0230107,1,9.572173,18.235773,1.5634248,99.0,21.470964,24.371984,9.102917,21.01256,0.7475273,22.497608,2.5274477,21.221369,0.7670313,99.0,21.81472,21.385231,1.1347355,22.296928,1.1236329,22.214622,22.141796,23.874126,5.2953124,21.299576,0.5711275,99.0,20.858423,22.432373,3.0317006
iDR3.SPLUS-s27s34.024068,54.65685577629476,-34.82115227495571,0.36656347,0.5541313,2.2428129,"[1.8447899,4.496848,5.4731297,6.4640975]",3.2551293,1,9.251815,18.40384,1.3876783,23.84224,4.9351797,23.041327,2.113468,99.0,20.651947,99.0,20.80195,21.800207,1.0055059,22.88108,1.6656156,21.483953,0.957061,21.485043,0.4167782,22.361368,21.243456,99.0,21.907152,20.69925,0.25444517,21.222576,0.89665455,20.22903,0.30840668
iDR3.SPLUS-s27s34.008341,53.366208111499986,-35.30788642417693,0.35409653,0.5366806,2.1583383,"[1.7674528,4.6278825,5.6103845,8.984706]",7.48008,4,7.126542,17.749104,1.8385762,25.288395,17.923777,99.0,21.615349,21.208012,0.6789684,99.0,20.80195,19.730656,0.16434237,21.0276,0.32460976,99.0,20.941126,21.265005,0.3563942,21.403053,22.348827,24.728487,9.510311,20.92809,0.3352664,26.093832,83.77593,23.135975,4.7144127
iDR3.SPLUS-s27s34.024088,54.49392934150943,-34.82084651159159,0.036339138,0.41738808,1.7164084,"[1.1997223,2.6343448,3.7227933,4.980711]",4.9194775,5,7.107375,18.051731,1.4524839,22.790207,1.7368797,21.488838,0.47367355,99.0,20.651947,99.0,20.80195,21.974957,1.0855371,22.544382,1.1233889,99.0,20.941126,21.251322,0.31016162,21.1066,21.312433,22.052763,0.7140206,21.087645,0.33357397,99.0,20.858423,20.503382,0.3642829
iDR3.SPLUS-s27s34.008345,53.41491109572491,-35.30816372342365,0.13171712,0.38545847,1.6272293,"[1.7516319,5.1569877,6.7436953,6.429425]",3.8621707,3,8.47889,18.316757,1.52187,99.0,21.470964,99.0,21.615349,20.244993,0.32453907,21.870487,1.3084245,22.399197,2.082213,21.070345,0.37724224,99.0,20.941126,21.783506,0.64212024,22.377579,22.299978,24.328056,7.3675866,20.491692,0.2520833,20.040485,0.36001518,20.416441,0.4355563
iDR3.SPLUS-s27s34.024103,54.93232455220393,-34.818892857030804,0.010949255,0.24679637,1.3276622,"[0.6939113,1.1642147,1.423776,1.6530602]",4.1716685,15,6.885893,17.41608,1.7625145,99.0,21.470964,20.882975,0.34871417,99.0,20.651947,99.0,20.80195,21.344637,0.80785125,99.0,21.81472,20.763433,0.60298693,22.101849,0.8829896,21.691557,21.687803,21.739828,0.69867843,20.663668,0.29949582,20.509844,0.56692976,22.103382,2.105403
iDR3.SPLUS-s27s34.024120,54.986354272972626,-34.81817292579304,0.42586258,0.3899277,1.6391499,"[1.3686001,2.785974,4.8154283,6.1508646]",6.104096,5,8.090978,17.989283,1.7171258,22.975166,2.7174025,22.146477,1.1355343,21.389484,1.0194238,22.15351,1.7785763,20.34264,0.33220127,21.53615,0.60647,21.67428,1.4289335,21.790604,0.68094903,22.60141,21.61802,21.374643,0.51289046,20.3248,0.2253244,20.588493,0.625652,20.978659,0.7677348
iDR3.SPLUS-s27s34.008375,53.67158281514215,-35.30839970858446,0.31788564,0.099939466,1.1110363,"[1.0761415,1.860732,2.4712973,4.4622416]",6.259538,5,6.5639334,17.908663,1.1059598,99.0,21.470964,99.0,21.615349,20.885302,0.40951875,22.127787,1.1205161,99.0,21.161001,21.351097,0.33015963,21.028666,0.5097387,21.40109,0.30911914,21.690184,21.774843,20.966927,0.22968666,21.477467,0.4236666,20.099424,0.26140615,21.686565,0.96009946
iDR3.SPLUS-s27s34.024130,53.879037444714456,-34.819514310559406,0.14124481,0.11093849,1.1247816,"[0.89932483,1.5865327,2.3001933,4.1108236]",3.84947,7,6.780062,17.925766,1.0614781,99.0,21.470964,99.0,21.615349,99.0,20.651947,23.17492,2.8454874,99.0,21.161001,22.14832,0.666318,20.543955,0.3185802,22.39241,0.752426,22.36729,22.32,21.161318,0.2690318,21.011185,0.2678937,20.487482,0.36169314,20.728804,0.38625932
iDR3.SPLUS-s27s34.024153,54.640931346854394,-34.818751921623104,0.00862748,0.24913323,1.3317941,"[1.4266193,2.7872794,4.0802946,6.519152]",10.311173,13,6.594939,17.755142,1.9866998,20.966518,0.46430382,21.415834,0.62928456,20.984932,0.7616903,22.032566,1.6798478,20.794205,0.5287498,20.722681,0.3033539,19.821083,0.27565977,20.683966,0.26424462,20.919674,20.684792,21.253456,0.49186164,20.305723,0.23439379,19.814577,0.3255301,20.711994,0.6361913
iDR3.SPLUS-s27s34.024154,54.372505897176325,-34.81923982333401,0.019935675,0.42797607,1.7481785,"[1.0038996,1.7162824,2.3503892,3.57499]",6.362782,5,6.578295,18.244406,1.4098902,99.0,21.470964,23.015049,1.7308345,22.183426,1.4511862,25.303516,21.294775,99.0,21.161001,99.0,21.81472,22.260233,1.6175665,22.137287,0.63035375,21.763601,21.48668,22.25453,0.7748843,20.879932,0.24820122,20.676449,0.44881353,20.538713,0.3386555
iDR3.SPLUS-s27s34.008389,53.59907850224021,-35.30756842878343,0.22977479,0.5602095,2.27381,"[1.3959578,3.7853055,4.7578597,6.667715]",5.3473444,3,9.853247,18.296202,1.3547261,25.52277,22.804798,21.390385,0.45863786,22.362434,2.0035486,23.585573,5.4468894,20.931776,0.46797374,99.0,21.81472,99.0,20.941126,21.068665,0.29016772,21.50638,21.492517,20.984468,0.29663458,20.685432,0.26101857,20.110044,0.33578494,20.186398,0.3083551
iDR3.SPLUS-s27s34.008405,54.298057443359234,-35.3086709706484,0.24395427,0.324422,1.480214,"[1.4745378,4.0133395,6.1679516,7.507752]",6.134105,2,8.177577,18.288698,1.251292,99.0,21.470964,21.8364,0.6578533,20.470293,0.34029564,22.867777,2.6441607,23.245583,3.6648574,23.878006,4.030501,22.645853,2.691882,21.880917,0.5844526,22.734919,22.573698,21.286938,0.37418696,20.709784,0.25209713,20.71445,0.55428296,20.016283,0.25013053
iDR3.SPLUS-s27s34.024186,54.95600220329565,-34.81626942987086,0.43096992,0.31468445,1.4591819,"[1.0885396,1.662319,2.1081862,2.5480952]",7.7613144,2,9.868116,18.498802,1.5680838,23.930912,7.737736,99.0,21.615349,21.071733,0.8985789,22.473116,2.8169358,99.0,21.161001,99.0,21.81472,99.0,20.941126,21.041231,0.40375704,21.434689,21.00274,22.421883,1.5859896,21.81478,1.0457964,20.63426,0.77039367,21.981743,2.2830148
iDR3.SPLUS-s27s34.024196,53.938914035582656,-34.81785753150999,0.3659224,0.38428527,1.6241287,"[0.8861016,1.7581216,2.9260433,3.571037]",2.248641,1,8.252259,18.35408,0.6861107,99.0,21.470964,23.072914,1.1472099,99.0,20.651947,99.0,20.80195,24.114864,4.4115167,22.551153,0.64455235,23.45685,3.0706666,22.153236,0.4047111,22.236588,21.884798,22.374596,0.5471782,23.91495,2.565195,22.37032,1.354588,21.888466,0.74548966
iDR3.SPLUS-s27s34.008406,55.06210363656594,-35.30580338997682,0.34613907,0.35807812,1.557822,"[0.7752423,1.37627,1.7767719,2.6278522]",3.1647165,1,8.849424,18.41652,0.6739654,22.924728,1.1165639,22.914417,0.9945455,23.112474,2.138797,22.027433,0.7121085,99.0,21.161001,99.0,21.81472,21.678743,0.6420313,21.565708,0.24688418,21.784035,21.73026,21.768417,0.3280446,22.346464,0.64511514,99.0,20.858423,99.0,21.296223
iDR3.SPLUS-s27s34.024201,54.9713892323514,-34.81589149917409,0.0013731491,0.39902002,1.663949,"[1.0273095,1.8244419,2.403928,3.3311453]",7.152819,12,7.056307,17.793709,1.9338492,21.266823,0.55115294,21.15551,0.44749725,20.452051,0.42249042,21.647947,1.0908144,21.5875,1.0106398,21.193604,0.43191394,20.290678,0.39159894,21.024212,0.32859215,21.455734,21.107426,20.782192,0.29061037,20.473963,0.25202066,19.612541,0.24928138,20.96875,0.7420218
iDR3.SPLUS-s27s34.008423,54.2987211561071,-35.307963810563436,0.03126006,0.47703803,1.912185,"[1.3257219,2.7915752,3.7109566,7.303906]",8.637437,6,6.6114664,18.203047,1.9961166,20.866238,0.34043077,99.0,21.615349,20.87264,0.5532102,21.893137,1.2228006,99.0,21.161001,21.264896,0.41277036,20.541443,0.4412154,21.274813,0.37914053,21.45813,21.522202,21.10587,0.35850906,21.45436,0.5648631,21.784006,1.6770282,20.465866,0.42771766
iDR3.SPLUS-s27s34.008491,54.36284105077396,-35.30542450680774,0.3504364,0.35608405,1.5529977,"[1.5339041,2.593699,4.553591,6.0171127]",6.2694592,2,6.8930607,18.303768,1.3096033,21.2942,0.37988272,22.91295,1.5022388,99.0,20.651947,20.720726,0.31763902,21.39703,0.57400966,22.07139,0.6513696,21.500595,0.8004764,21.948658,0.5289026,21.608095,21.61735,22.294031,0.80161726,21.063734,0.29670355,20.293324,0.32055864,20.985952,0.51803094
iDR3.SPLUS-s27s34.024213,54.827715736345944,-34.8163899276396,0.36489886,0.43402332,1.7668573,"[0.9348885,1.5366373,1.9102211,2.7093863]",0.0,1,7.7268786,18.104279,1.2313162,22.5383,1.2042202,22.135096,0.7472975,22.124071,1.3276434,21.265635,0.5208981,22.101196,1.0932609,22.094248,0.6660482,26.151718,57.84714,21.819992,0.46302363,21.451931,21.68001,22.956518,1.4514595,22.046253,0.7217659,99.0,20.858423,99.0,21.296223
iDR3.SPLUS-s27s34.024217,54.770151306009005,-34.81668122805326,0.29356405,0.5554956,2.2496967,"[1.4224737,2.903306,4.1549497,4.9934244]",7.5649505,3,6.966546,18.321562,1.8981956,21.174,0.42836356,25.353872,17.882212,99.0,20.651947,22.751816,2.5006866,24.339033,10.54673,21.269976,0.3856091,21.929668,1.4659789,20.786182,0.22257519,21.148184,20.914078,20.8753,0.26666296,21.854712,0.74773544,20.577948,0.50472224,22.00919,1.6129705
iDR3.SPLUS-s27s34.024242,54.53549698732123,-34.816856645626,0.36585677,0.624552,2.6634848,"[1.9061131,3.684919,5.116658,5.644501]",0.0,1,9.525695,18.348343,1.4241949,23.036266,2.3150795,99.0,21.615349,99.0,20.651947,99.0,20.80195,99.0,21.161001,22.135462,0.81991774,21.425241,0.88619006,21.445719,0.39378017,21.876055,21.775656,20.707712,0.22135437,21.6172,0.5763468,22.074862,1.9157332,20.7537,0.48724633
iDR3.SPLUS-s27s34.024258,54.89284014823517,-34.81508158954306,0.35317388,0.5427445,2.1869612,"[1.6077951,3.8439837,4.7067966,6.1996193]",0.0,0,10.084327,18.223928,1.4202138,24.492432,9.839387,99.0,21.615349,22.676592,2.9781716,20.85379,0.4850979,99.0,21.161001,21.065725,0.35297596,99.0,20.941126,21.2526,0.3723352,21.686403,21.18345,20.86199,0.28739348,24.59041,10.211872,19.872202,0.2906522,20.92832,0.6566725
iDR3.SPLUS-s27s34.008520,54.341120150264224,-35.30442164140012,0.062770195,0.20323211,1.2550706,"[1.8230623,4.2683344,7.1780725,9.134844]",8.128187,6,8.009698,18.125723,1.522474,20.813362,0.36931938,22.801062,2.051908,22.269009,2.263861,20.991924,0.6100698,21.093012,0.6552788,20.661562,0.27043417,99.0,20.941126,20.517519,0.21573094,21.326366,20.710745,20.296362,0.19461504,20.502249,0.2685365,20.144901,0.42369166,19.813616,0.26774383
iDR3.SPLUS-s27s34.024274,53.42073389690778,-34.81364311448603,0.29691923,0.25657326,1.3451225,"[1.0969492,1.9231223,2.6524048,6.906344]",4.8225365,10,6.852379,17.406393,1.4611462,99.0,21.470964,99.0,21.615349,22.315588,1.8715143,99.0,20.80195,21.218634,0.6054145,23.8152,4.0334177,20.834106,0.54054594,21.019938,0.27371553,20.945133,20.935764,20.922579,0.2764936,20.601591,0.23888882,20.209305,0.36030483,19.828712,0.21757936
iDR3.SPLUS-s27s34.008571,53.41013172350162,-35.2997515880555,0.23352517,0.38320875,1.6212941,"[1.311645,2.7326586,3.9775963,6.678434]",3.3860676,4,7.7020555,18.053793,1.5316781,21.223305,0.4473785,21.700039,0.62219983,99.0,20.651947,21.628635,0.9565385,21.513254,0.8428158,99.0,21.81472,21.615831,1.1781338,20.976242,0.27928892,21.412859,20.98746,21.245668,0.39469418,20.655903,0.2674017,20.08513,0.34224412,20.676794,0.5046673
iDR3.SPLUS-s27s34.024291,54.67528451485089,-34.8151964897205,0.0095184585,0.41264427,1.7025458,"[1.3850827,2.633469,3.7013905,6.8317423]",8.791603,11,6.6032305,17.714842,2.1086612,99.0,21.470964,21.114296,0.446643,20.962173,0.6971876,99.0,20.80195,99.0,21.161001,21.247597,0.46289495,20.792524,0.6324971,20.646189,0.23968595,20.783985,20.5255,20.65622,0.26709318,20.202333,0.20108047,20.239382,0.45334932,20.166626,0.3632968
iDR3.SPLUS-s27s34.024299,55.00264259294803,-34.813407228848426,0.44004548,0.18661422,1.2294289,"[1.1123828,2.2465692,3.4301543,4.9568734]",7.646766,5,7.5632844,17.86478,1.4182819,21.27998,0.5097213,99.0,21.615349,20.511332,0.408069,20.77765,0.45293102,22.18633,1.6100142,22.80603,1.7481586,99.0,20.941126,20.960276,0.28368735,21.22414,21.275337,21.474648,0.50193554,21.170315,0.43798673,20.59231,0.561728,20.24415,0.34953615
iDR3.SPLUS-s27s34.024306,54.88810455835493,-34.81397769818218,0.027585335,0.26900065,1.3679903,"[0.98081356,1.6229615,2.0616193,2.5728335]",7.7620683,8,6.5988097,17.999485,1.518441,22.17897,1.041138,99.0,21.615349,20.90922,0.52547795,99.0,20.80195,20.66404,0.3564956,22.256075,0.9368632,20.538752,0.40233183,21.720364,0.50897115,21.43048,21.719734,20.926853,0.2715885,20.903837,0.3057443,20.40375,0.4211232,21.413704,0.91274613
iDR3.SPLUS-s27s34.024358,54.64488884949435,-34.81332448760999,0.47744846,0.40218455,1.672757,"[0.643716,1.2147416,1.4888091,2.2306273]",4.0482697,2,9.085535,18.277754,0.8852221,22.51653,1.0610056,99.0,21.615349,24.233528,8.281526,99.0,20.80195,21.236887,0.44035217,22.236246,0.67034745,99.0,20.941126,22.278614,0.62900156,22.256668,22.259731,21.812477,0.45299295,23.930527,3.6092408,20.450878,0.3220817,21.82677,0.9747162
iDR3.SPLUS-s27s34.024360,54.97741987570578,-34.81169100104141,0.3676262,0.41136855,1.6988559,"[0.7794135,1.3088679,1.6790236,2.129058]",3.4401643,1,9.728619,18.471138,0.76232797,22.801224,1.2260773,22.382538,0.75131965,21.659126,0.69674236,23.690758,3.8701644,99.0,21.161001,22.718832,0.9528065,22.17343,1.1982682,21.6322,0.31283745,22.09285,23.784498,99.0,21.907152,99.0,21.821413,21.150595,0.55619264,22.104023,1.143895
iDR3.SPLUS-s27s34.024370,54.06715294753428,-34.813472421552255,0.004385243,0.5212973,2.0889792,"[1.8389566,3.9211578,6.2481623,8.928127]",10.017098,14,7.0545063,17.476261,2.7564695,99.0,21.470964,99.0,21.615349,20.595669,0.64103186,23.695513,9.26489,20.798271,0.63268006,20.76237,0.37543714,21.289219,1.2642748,20.582748,0.28781784,21.042118,20.661636,20.683218,0.34840688,19.403109,0.122232825,19.374977,0.2597706,19.435678,0.23522182
iDR3.SPLUS-s27s34.024418,54.3070252058011,-34.811950403943484,0.37424156,0.42239702,1.731293,"[1.4617081,4.321993,7.4606667,7.4606667]",1.8941989,2,8.627553,17.74631,1.2434444,21.2141,0.43167627,21.763706,0.6419755,99.0,20.651947,21.53551,0.77888143,22.768396,2.3617544,21.51931,0.46043193,23.17921,4.393872,21.182356,0.30595747,21.486086,21.651321,20.84734,0.24871093,20.305008,0.17073996,21.166927,0.8204881,20.77448,0.4902163
iDR3.SPLUS-s27s34.024435,54.83545908619989,-34.810189726396324,0.36800843,0.636081,2.747864,"[1.7278502,3.4404776,5.894467,6.622445]",6.353345,1,9.400483,18.49259,1.7650346,22.671158,1.9128201,21.612705,0.6489829,21.672699,1.231297,24.24647,11.2668295,24.333971,11.959956,21.813131,0.72275895,26.575989,120.34111,22.04726,0.8013539,22.666874,22.992628,21.625542,0.60033983,20.95446,0.37196973,20.393064,0.48438028,22.572983,3.0847754
iDR3.SPLUS-s27s34.024459,53.85905219916381,-34.810565682153836,0.3490342,0.42532015,1.7400993,"[1.2859269,2.3761945,3.0815258,3.9556704]",0.0,0,9.794981,18.429787,1.4615972,20.639565,0.32489604,22.467936,1.5586352,99.0,20.651947,21.88903,1.3975377,20.924425,0.56554943,99.0,21.81472,99.0,20.941126,21.169355,0.3915102,21.5723,20.981125,23.155306,2.683248,21.267174,0.5415301,20.560183,0.61785245,20.89881,0.72304094
iDR3.SPLUS-s27s34.024481,53.8362410159275,-34.809781005509166,0.41947773,0.27011693,1.3700825,"[1.6882198,3.4904835,4.8779383,6.3483524]",6.3363147,3,8.531483,18.159437,1.5342073,20.420586,0.27467468,21.359686,0.5831314,22.181007,2.2255256,99.0,20.80195,22.109379,1.7312701,24.107124,6.6876945,20.65599,0.5805181,21.190174,0.41230866,21.184586,21.072624,21.02288,0.3903621,21.128487,0.49257964,23.835852,13.014967,20.318317,0.43805563
iDR3.SPLUS-s27s34.024490,54.342674932410766,-34.81033354863793,0.08420024,0.046098292,1.048326,"[1.1689845,2.1867652,5.4776616,7.458908]",4.43262,10,7.231183,17.787754,1.2431513,21.255924,0.4780114,21.67973,0.63341224,20.88044,0.5478718,22.042782,1.3207269,99.0,21.161001,21.982714,0.7511163,21.477875,0.98027515,20.969645,0.2683578,20.993603,20.916403,21.27629,0.39237484,20.452175,0.20811723,20.089521,0.32543978,21.049864,0.6732942
iDR3.SPLUS-s27s34.024573,54.89310882019409,-34.80577501408708,0.35795882,0.14741433,1.1729027,"[0.78868693,1.429714,1.9959414,2.9004]",3.4953039,4,9.234121,17.877018,1.0700455,21.914764,0.86236393,22.426193,1.2361114,21.758171,1.2040703,21.01689,0.5292155,99.0,21.161001,99.0,21.81472,20.426136,0.3830284,21.466906,0.42580506,21.723536,22.059105,21.027498,0.31425527,21.895905,0.80285347,21.218016,0.93915576,20.607338,0.45913735
iDR3.SPLUS-s27s34.024586,54.320960680175,-34.807200235357286,0.025880855,0.49214554,1.9690679,"[1.8202779,4.257146,7.150953,9.749139]",9.952883,10,7.1183677,17.75642,2.3321643,20.965534,0.49515092,21.626213,0.81417245,20.305197,0.4368271,20.26854,0.35203034,21.35041,0.9267246,20.455896,0.25025433,20.388245,0.48785108,20.479023,0.2313091,21.031363,20.291555,20.305183,0.21782783,19.871737,0.1652129,21.089165,1.102931,19.881329,0.31137908
iDR3.SPLUS-s27s34.024598,54.83707180535936,-34.80562198755983,0.04979762,0.055493176,1.0587536,"[1.1139679,1.8817872,2.4705384,3.87737]",6.4353313,8,7.7419233,18.038166,1.3026768,21.164322,0.46914968,21.368206,0.50844514,99.0,20.651947,23.399658,5.059573,22.718355,2.647961,99.0,21.81472,23.117275,4.8748317,21.848566,0.6536327,22.279953,22.063597,21.18099,0.3909297,20.978233,0.37224993,20.818676,0.70113295,20.323793,0.3812716
iDR3.SPLUS-s27s34.024604,55.035304852491095,-34.804324648054546,0.01662082,0.36934298,1.585648,"[1.7103707,3.7264252,4.8707705,7.248917]",12.227513,11,7.149896,17.982794,2.5689397,20.195892,0.28190646,99.0,21.615349,21.340277,1.2983794,21.853107,1.8116902,20.669825,0.5988343,99.0,21.81472,19.511631,0.26350367,20.077635,0.18871184,21.077972,20.472597,20.283085,0.2515112,20.455385,0.33988115,19.229824,0.24057126,19.48261,0.2598789
iDR3.SPLUS-s27s34.024625,53.88969657789503,-34.80588768382535,0.030582396,0.19673067,1.2449125,"[,5.7865877,9.323893,11.986532,11.986532]",10.726159,7,10.480077,18.120096,1.9977553,99.0,21.470964,21.40521,1.0127038,19.259705,0.25514537,19.42818,0.25245064,19.697697,0.3161314,20.056623,0.26919213,19.348206,0.29157504,19.163414,0.10714905,21.43833,19.119905,17.33776,0.02277596,18.901115,0.10638829,18.787985,0.20926811,18.980444,0.21391958
iDR3.SPLUS-s27s34.024644,53.89133866080868,-34.80548870418097,0.0039116475,0.2529114,1.3385293,"[,6.1335397,12.613859,15.640038,15.640038]",13.507992,9,10.172096,18.110184,2.606673,20.417133,0.5586561,20.143297,0.38938633,18.987318,0.24292207,19.106674,0.22986203,19.501785,0.322967,18.97897,0.12259375,18.914053,0.2395788,18.569319,0.07606631,20.28965,18.521412,18.563187,0.08354579,18.302832,0.07522404,18.148903,0.1424928,18.168388,0.12421886
iDR3.SPLUS-s27s34.024648,53.89295948682927,-34.80543719935282,0.46510556,0.5074619,2.0302997,"[,3.432068,7.182753,9.403648,11.696822]",8.445458,2,9.056036,18.340261,2.0114331,19.869476,0.1894494,20.571651,0.32415482,20.227203,0.42437935,22.076578,1.9604968,22.649223,3.2509098,20.019917,0.17849873,19.950544,0.3473584,19.834042,0.13592817,21.03615,20.014315,20.17757,0.20549436,19.758398,0.16007529,19.843596,0.37774888,19.43461,0.22227657
iDR3.SPLUS-s27s34.024652,53.892067400760816,-34.80526598069368,0.05691116,0.34467775,1.5259668,"[2.185434,7.382974,8.305663,9.130337]",7.665362,5,8.706756,18.088997,1.5839057,20.908657,0.42892203,20.783518,0.34440464,20.77454,0.61222637,20.666752,0.47085285,99.0,21.161001,20.240551,0.1911007,20.350317,0.43812555,20.283735,0.1794191,21.6461,19.722492,20.199888,0.18353471,20.305506,0.23110162,19.657923,0.27853742,19.582367,0.22251026
iDR3.SPLUS-s27s34.024667,53.88946383899643,-34.804798260733094,0.48636168,0.5663068,2.3057773,"[2.5702777,4.3937354,6.886731,8.429286]",10.093323,4,6.987642,17.80527,2.5591323,25.980526,48.111496,24.885448,15.6817875,20.238382,0.39558235,20.386126,0.3840698,20.467426,0.40501085,21.804558,0.8460627,19.897007,0.30497608,19.931297,0.13701032,20.896662,19.917593,20.695606,0.30443195,21.541622,0.75842994,99.0,20.858423,20.514637,0.552601
iDR3.SPLUS-s27s34.024696,53.890978935740094,-34.804083919505025,0.21421805,0.3364042,1.5069413,"[1.8144503,3.7886598,6.1759706,8.541295]",7.646343,3,8.167748,18.068903,1.5701284,21.852608,0.9562128,99.0,21.615349,20.477163,0.4379007,20.518091,0.38575995,20.810963,0.49326757,20.896276,0.32656112,20.75928,0.5974288,20.875013,0.2890392,21.307863,21.5107,20.020655,0.14619866,20.076931,0.17572097,19.86061,0.31439364,19.938095,0.28907102
